business_id	user_id	cool	funny	useful	stars	sentiment	negative	neutral	positive	compound
x0NIwFJ5flECcJ0oXr5o7g	veJFILpivmjlh1fUSbiVLw	0	0	0	5.0	{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.91}	0.0	0.635	0.365	0.91
kRx1xeEYu10mHx93r8jy8A	8byXvMgrrw9Kc4xIPoe8Jg	0	0	0	5.0	{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.9897}	0.0	0.653	0.347	0.9897
83gW66zb2LHNHB_95IhxgQ	8awGPHHntelKcHBFniAHoQ	0	0	0	5.0	{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9827}	0.0	0.674	0.326	0.9827
Wv_qGcUKptXkapn8e3j6Kg	S8UoWwnIPWuxs3F-bTaWMw	0	0	1	1.0	{'neg': 0.07, 'neu': 0.878, 'pos': 0.052, 'compound': -0.8134}	0.07	0.878	0.052	-0.8134
Ls1NqcogI-szYoQ7tLh4Og	Qb_uRIKNz04TKgAR0b42IQ	1	0	0	4.0	{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.9106}	0.0	0.645	0.355	0.9106
07gh-AImcEcWQ2bew-jprg	qy47UXcmGYsPhDSc6iHWPA	1	0	2	4.0	{'neg': 0.016, 'neu': 0.879, 'pos': 0.106, 'compound': 0.973}	0.016	0.879	0.106	0.973
c_iQzwsTDYraPvHSKz88QA	QesDcfDUyN8rF_GWvWWNqg	0	0	1	3.0	{'neg': 0.062, 'neu': 0.862, 'pos': 0.076, 'compound': -0.048}	0.062	0.862	0.076	-0.048
eTSDLmdRkhynYxSQlDqS9g	JjicSN4Fyyi40DH7hGzc-A	0	0	0	2.0	{'neg': 0.101, 'neu': 0.787, 'pos': 0.112, 'compound': 0.6456}	0.101	0.787	0.112	0.6456
fYDzrVfx9uSbX7xmBVx-Hg	N-WO-n6-AyVzdROSzhx5rA	0	0	1	4.0	{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.8856}	0.0	0.911	0.089	0.8856
OilEPAtX7zOz3yfzJKjTJw	jFT-6QkREQmBGtxgpS5msA	0	0	6	5.0	{'neg': 0.024, 'neu': 0.832, 'pos': 0.145, 'compound': 0.9671}	0.024	0.832	0.145	0.9671
faPVqws-x-5k2CQKDNtHxw	LII6VfhAvxtGcjZooiIkDQ	0	0	0	4.0	{'neg': 0.023, 'neu': 0.788, 'pos': 0.188, 'compound': 0.9822}	0.023	0.788	0.188	0.9822
XEnEtoa25olB0tyjc6Jzqg	8UPTxp6SXvQe6JoEbEGcyA	4	3	6	5.0	{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.9361}	0.0	0.874	0.126	0.9361
zidkKI_N1OPxsiddTOQH_Q	Jv7tTiEpkm4vSLzp7Ryb5w	0	0	0	5.0	{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.9175}	0.0	0.48	0.52	0.9175
WItlLMrwWUbZhi7aSAzs2Q	9UAzVOYJ1dChHTAhOjJeKw	0	0	1	1.0	{'neg': 0.096, 'neu': 0.868, 'pos': 0.036, 'compound': -0.765}	0.096	0.868	0.036	-0.765
lI8X6HVdRcyQJTPOQclD-g	0RYgy0EQ61_vmY_FfVrvug	0	0	0	3.0	{'neg': 0.068, 'neu': 0.86, 'pos': 0.071, 'compound': 0.6765}	0.068	0.86	0.071	0.6765
eQfYZrSuzE6B4vkmu74H6w	445KFUr5BnlTa5MZdZUR1g	0	1	0	5.0	{'neg': 0.02, 'neu': 0.646, 'pos': 0.334, 'compound': 0.9862}	0.02	0.646	0.334	0.9862
sdjkEXdhbSO3QOJpOvLKkQ	PflEAYO43lF9QugnXiJMBQ	0	0	0	1.0	{'neg': 0.103, 'neu': 0.769, 'pos': 0.129, 'compound': 0.5741}	0.103	0.769	0.129	0.5741
grlL6zmHBOer9rPycsRhBA	0xaGYXkWNVTu8VKTpkeD5Q	1	0	0	5.0	{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.836}	0.0	0.603	0.397	0.836
4MlVKZ1ZbVA__MA-7D3gYQ	JtywHFOyxHFq-3owrJZuRQ	0	0	0	5.0	{'neg': 0.073, 'neu': 0.367, 'pos': 0.56, 'compound': 0.939}	0.073	0.367	0.56	0.939
QHZw2L6LV1qmExNJbfhIsQ	2KnoduMAam0OkBERfv6Uvg	0	0	0	2.0	{'neg': 0.052, 'neu': 0.822, 'pos': 0.126, 'compound': 0.4424}	0.052	0.822	0.126	0.4424
qBZuI7didMgfaGu5H0J7jw	7kz6lBbeeoEbq2Mkkt-1kw	1	1	1	5.0	{'neg': 0.062, 'neu': 0.719, 'pos': 0.219, 'compound': 0.9501}	0.062	0.719	0.219	0.9501
fYTfTGqseS7rJk9AMt2zvw	5KP0PA08jNA1FP4NaxyO3Q	0	0	1	1.0	{'neg': 0.373, 'neu': 0.627, 'pos': 0.0, 'compound': -0.86}	0.373	0.627	0.0	-0.86
yNPh5SO-7wr8HPpVCDPbXQ	EnD0j28OHWrlDNqKhZpbiQ	0	0	0	3.0	{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.922}	0.0	0.572	0.428	0.922
QHZw2L6LV1qmExNJbfhIsQ	7JSS7ptk6mKPgJl5jzuzxg	0	2	3	1.0	{'neg': 0.041, 'neu': 0.9, 'pos': 0.059, 'compound': 0.2971}	0.041	0.9	0.059	0.2971
-Pd-IBDWWwRNWzBBFTb7iQ	C4i8p4oOTe5SDRL9zI41zQ	0	0	0	1.0	{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.8122}	0.142	0.858	0.0	-0.8122
g8oxQ1Ji9mr9PMjhEfaWSg	sk8vknAWnKiROQ7igUy4cg	1	0	1	4.0	{'neg': 0.131, 'neu': 0.616, 'pos': 0.253, 'compound': 0.913}	0.131	0.616	0.253	0.913
sMzNLdhJZGzYirIWt-fMAg	B3fVQWx-gb3ZEMwbjOjBrQ	1	0	2	5.0	{'neg': 0.028, 'neu': 0.778, 'pos': 0.194, 'compound': 0.992}	0.028	0.778	0.194	0.992
uRiMoyuuMXrhptZfYy067A	-XjyvOVrx-zXdRwP--gVvg	0	0	0	5.0	{'neg': 0.037, 'neu': 0.801, 'pos': 0.162, 'compound': 0.9849}	0.037	0.801	0.162	0.9849
sMzNLdhJZGzYirIWt-fMAg	ipz7qG_Pihbbi41XHd15Bw	1	0	1	5.0	{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9902}	0.0	0.751	0.249	0.9902
Br5-7y1Niq6quMvfSmlFow	PkPtA8_JZKb91_2rjni5bw	0	0	0	5.0	{'neg': 0.068, 'neu': 0.701, 'pos': 0.231, 'compound': 0.9214}	0.068	0.701	0.231	0.9214
j76FtDF70w93QKrcnT9AMA	8WkI2RS3_35rkD74VTK4YA	0	0	0	3.0	{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.802}	0.0	0.773	0.227	0.802
L23Lyc6sivNhblzxHiecYA	_nsG8FmwCX9nSwWRhrzP0Q	0	0	3	5.0	{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9169}	0.0	0.502	0.498	0.9169
-JwSuDqyFILFJmVpjrVbwA	J0UAlFaW-jgAPQJoMZnDPg	0	0	0	3.0	{'neg': 0.041, 'neu': 0.64, 'pos': 0.32, 'compound': 0.977}	0.041	0.64	0.32	0.977
r7QEW42Bqo0KvY2Xb6YDXQ	q_wVhULPqerYHmov0eXbww	2	1	3	5.0	{'neg': 0.019, 'neu': 0.773, 'pos': 0.208, 'compound': 0.9845}	0.019	0.773	0.208	0.9845
YX0n50vH0oUY37I7mckcmQ	4HIKHLo8tX40yxtujqylsg	1	0	1	5.0	{'neg': 0.018, 'neu': 0.817, 'pos': 0.164, 'compound': 0.9501}	0.018	0.817	0.164	0.9501
5nWfU-qheLL-JzwYgHe_cQ	epz_qg9i4szuVIXbz7IhuA	1	1	1	4.0	{'neg': 0.097, 'neu': 0.704, 'pos': 0.199, 'compound': 0.7777}	0.097	0.704	0.199	0.7777
VH2BjFjc9usDquDgoHhptA	XJo-f8YPo8sDRJpbcoq63g	2	0	4	4.0	{'neg': 0.015, 'neu': 0.762, 'pos': 0.223, 'compound': 0.9945}	0.015	0.762	0.223	0.9945
5w14RG5oIfgJ4SokBPIA0w	qWB3124s23CaV7NSHmqGSw	0	1	4	5.0	{'neg': 0.014, 'neu': 0.892, 'pos': 0.094, 'compound': 0.7302}	0.014	0.892	0.094	0.7302
QSGerT1enEKlvJnYkwthHQ	QabY3XWEjrq6azNyIfXQQA	0	0	0	2.0	{'neg': 0.053, 'neu': 0.912, 'pos': 0.034, 'compound': -0.2148}	0.053	0.912	0.034	-0.2148
Lm61pehc-oyqR6DBAAQNCg	szpDUEd5c5uZXT5jreKUYw	0	0	0	4.0	{'neg': 0.065, 'neu': 0.585, 'pos': 0.35, 'compound': 0.928}	0.065	0.585	0.35	0.928
5a3iXecmLFMS3PRjC-S21Q	ASNLpf9viGRTfQD4oL5CIA	1	1	1	3.0	{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7579}	0.0	0.723	0.277	0.7579
oHeiAs-mnDJU1_4BD8_5Dg	8ufq0PCdXmTbwqwTxFBh-g	1	0	0	4.0	{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.6372}	0.0	0.843	0.157	0.6372
ujHiaprwCQ5ewziu0Vi9rw	kSOPFO9QHjDKiEfmYtTOSg	0	0	0	4.0	{'neg': 0.097, 'neu': 0.744, 'pos': 0.159, 'compound': 0.7094}	0.097	0.744	0.159	0.7094
EUWBT5GDxPC95w9itZ1EHw	xeGV8Z1EeolwQuG0rwcFgQ	0	0	0	5.0	{'neg': 0.007, 'neu': 0.72, 'pos': 0.274, 'compound': 0.9957}	0.007	0.72	0.274	0.9957
50NTSGbZ3pN5643_K1IReA	N-Sy8I9byR2Q2gTI99nKxQ	0	0	1	3.0	{'neg': 0.078, 'neu': 0.601, 'pos': 0.32, 'compound': 0.9793}	0.078	0.601	0.32	0.9793
a0v7Si0DK4cIko7AQY4YXg	bWJWcQyDKtFSvsTW2tR3hw	0	0	0	3.0	{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.6183}	0.0	0.919	0.081	0.6183
x6ZvzAJRbj_anOuACYsiSQ	OXFT3cQ0k7L5u-38UyXnfg	0	0	0	5.0	{'neg': 0.036, 'neu': 0.824, 'pos': 0.14, 'compound': 0.7506}	0.036	0.824	0.14	0.7506
yxJcVTwvHjuVtOKA3FCyYA	Z1Ce1N6F7vw9pKnsv8MtRA	0	1	1	3.0	{'neg': 0.052, 'neu': 0.752, 'pos': 0.196, 'compound': 0.8068}	0.052	0.752	0.196	0.8068
WN0hOGQhLTJu5uGIv75_7w	_t3BJzyGaqr9mcDazYiYAQ	2	1	3	5.0	{'neg': 0.012, 'neu': 0.791, 'pos': 0.197, 'compound': 0.9824}	0.012	0.791	0.197	0.9824
pMFMLR1iV6JGEuGiKjnKmA	FYJiq_6uVcytNsQ09LpBjA	0	2	0	1.0	{'neg': 0.064, 'neu': 0.844, 'pos': 0.092, 'compound': 0.1486}	0.064	0.844	0.092	0.1486
lqEbAO2I1q4ttg2LvMStqQ	77lef7kKkoOVupY-7AmieQ	1	0	2	4.0	{'neg': 0.046, 'neu': 0.825, 'pos': 0.129, 'compound': 0.969}	0.046	0.825	0.129	0.969
iE71iwcSljg3xm2GB2Y9aA	fIghg_1J3fbFhqf4RpYFGg	0	0	1	2.0	{'neg': 0.109, 'neu': 0.791, 'pos': 0.1, 'compound': 0.3268}	0.109	0.791	0.1	0.3268
biaUeDixyMpxuD6440quZg	1wrqQb-gre28RIiKnBhKXw	0	0	1	1.0	{'neg': 0.083, 'neu': 0.735, 'pos': 0.182, 'compound': 0.8126}	0.083	0.735	0.182	0.8126
LfQrDmEbdzqQiBg6J-cJqw	XsyYkQpNmL8Xpm06alFFQw	0	0	2	4.0	{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9756}	0.0	0.569	0.431	0.9756
YxwxKqemcKwV4vIQXhVv_w	dt6Q04XDwgR_Eqro3Pz-Kg	0	0	0	5.0	{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8957}	0.0	0.625	0.375	0.8957
EAs61Wm1O6tLjCs8t2eP-Q	V7XQLnl09E-iaX5KDL1Hgw	0	0	0	1.0	{'neg': 0.105, 'neu': 0.844, 'pos': 0.051, 'compound': -0.4767}	0.105	0.844	0.051	-0.4767
0WAL6O1YvcJbeDRYeRm34w	WBuobu9ZVeMpcMYb_TcVig	0	0	1	1.0	{'neg': 0.083, 'neu': 0.802, 'pos': 0.115, 'compound': 0.8183}	0.083	0.802	0.115	0.8183
AGLbnhGppqH7P8N6e02kZw	GuHZY2v3UkBVT35kIQPsWw	0	0	1	4.0	{'neg': 0.055, 'neu': 0.759, 'pos': 0.186, 'compound': 0.6908}	0.055	0.759	0.186	0.6908
SAfuIUZMXrOnb3LWyvYjDA	sAOdKC09kMqFfnVCrJRWvQ	2	0	2	3.0	{'neg': 0.103, 'neu': 0.774, 'pos': 0.123, 'compound': 0.2576}	0.103	0.774	0.123	0.2576
ohz8ljVxcZMo2bMGrBZfgw	oVf_KD7B1aLGqINy5Dlw4w	0	0	0	5.0	{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.9274}	0.0	0.618	0.382	0.9274
fknU3sWplCBn26b6HwJ1kQ	WBdZonA8c2x7W-iguaMv4g	0	0	0	5.0	{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9485}	0.0	0.704	0.296	0.9485
yKaIT0fnxEj0YVr1DMHvuQ	f-SQG9J2B5rB55V8dMB5IA	0	0	4	5.0	{'neg': 0.059, 'neu': 0.861, 'pos': 0.08, 'compound': 0.4848}	0.059	0.861	0.08	0.4848
yNVcnSaMSrTmjJBMrHTy9w	LYBSlu_TNQB3AdRhw0I58Q	0	0	2	4.0	{'neg': 0.017, 'neu': 0.67, 'pos': 0.313, 'compound': 0.9883}	0.017	0.67	0.313	0.9883
vZOovrRdEZpB6buB2Pq2FQ	RPyg9Diz9KWUxn9iUM7Bfg	0	0	0	3.0	{'neg': 0.202, 'neu': 0.726, 'pos': 0.072, 'compound': -0.9128}	0.202	0.726	0.072	-0.9128
V95ARVcaqxEcdW0Hp_uN-w	DuzZ68TZWlQ3mALJZ0ASVQ	4	3	6	4.0	{'neg': 0.064, 'neu': 0.672, 'pos': 0.264, 'compound': 0.9961}	0.064	0.672	0.264	0.9961
yckeKwCt1c7nXozE_sY76Q	zGnn_kVRhk4Hja9t1c8CJw	0	0	1	2.0	{'neg': 0.08, 'neu': 0.868, 'pos': 0.051, 'compound': -0.5264}	0.08	0.868	0.051	-0.5264
3uIXuw878fNjxZ2Li1diFg	ORC_NhyROIb2i00ignmNBw	0	0	1	1.0	{'neg': 0.132, 'neu': 0.814, 'pos': 0.053, 'compound': -0.7072}	0.132	0.814	0.053	-0.7072
f30-DOoIxvoV9btiDvKMTw	ZylX_y6I3qyp0d1y1sWIOg	0	0	0	5.0	{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.7177}	0.0	0.906	0.094	0.7177
vrKcFQPxj1Zzyj93yl-t6g	jaP_FOI1deYZasX7xyav8A	2	0	2	5.0	{'neg': 0.043, 'neu': 0.824, 'pos': 0.134, 'compound': 0.982}	0.043	0.824	0.134	0.982
vNPJbqYuJEFDPOLhoq3bFA	feCCr_lY8yBgeVtpO23dPQ	0	0	0	1.0	{'neg': 0.08, 'neu': 0.815, 'pos': 0.105, 'compound': 0.6764}	0.08	0.815	0.105	0.6764
yMxutRRiy4AaH-yyVZ1emw	VWKpX0bXE8hCwBUz-5DrwQ	0	0	0	5.0	{'neg': 0.073, 'neu': 0.549, 'pos': 0.377, 'compound': 0.96}	0.073	0.549	0.377	0.96
XXW_OFaYQkkGOGniujZFHg	SLUIMy8G6KfYdbVloU-sag	0	0	1	3.0	{'neg': 0.139, 'neu': 0.764, 'pos': 0.097, 'compound': -0.3818}	0.139	0.764	0.097	-0.3818
gWY94C5EgNClUOwqJXrBGg	oKWVVqPWVzq5s6nS4O8sEA	0	0	0	4.0	{'neg': 0.055, 'neu': 0.705, 'pos': 0.24, 'compound': 0.9172}	0.055	0.705	0.24	0.9172
-4TMQnQJW1yd6NqGRDvAeA	9VK9EYqJISOZ_C_ZuiuwJw	0	0	0	1.0	{'neg': 0.079, 'neu': 0.753, 'pos': 0.168, 'compound': 0.1655}	0.079	0.753	0.168	0.1655
ZDt9V3Gi5OcCKSCt8HfQEQ	yggEkOyTY-ZD5nAFbR60gg	0	0	1	5.0	{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.949}	0.0	0.58	0.42	0.949
I2iEgVHQpxWRslCbNoYkiQ	d3U8ftbUpjuPQbacWoDVTA	0	0	8	4.0	{'neg': 0.083, 'neu': 0.826, 'pos': 0.091, 'compound': 0.2252}	0.083	0.826	0.091	0.2252
U4owMppiAVOMAAhGys8pfQ	1b-J8f6jfF8_LLuxv_H9MA	0	0	0	5.0	{'neg': 0.027, 'neu': 0.71, 'pos': 0.263, 'compound': 0.9541}	0.027	0.71	0.263	0.9541
i60v66vwf1A13YqcIqGD_A	Xt9K14P0Uim3FP79n6uEUQ	0	0	0	4.0	{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.9758}	0.0	0.803	0.197	0.9758
YD0hmHv_DaREDENhTb2Pnw	w6pPfCfbT683U56O1sUGlQ	0	0	0	5.0	{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9324}	0.0	0.741	0.259	0.9324
C2T7ecxqsVu99PhSqT3c3g	edfrbX4KMM9RAXOUYXKxpw	0	0	0	1.0	{'neg': 0.037, 'neu': 0.956, 'pos': 0.007, 'compound': -0.7053}	0.037	0.956	0.007	-0.7053
PjEls_NCOQ0m4tJPvcTY8w	BZamf_r2Ndd5TpKP1qM-Yw	1	1	1	4.0	{'neg': 0.086, 'neu': 0.769, 'pos': 0.144, 'compound': 0.7089}	0.086	0.769	0.144	0.7089
VUbACJQR-_dVwyPYMFSodg	gsrBQyJEBcriR8YSLuSrVQ	2	0	0	5.0	{'neg': 0.035, 'neu': 0.7, 'pos': 0.265, 'compound': 0.9377}	0.035	0.7	0.265	0.9377
HhVmDybpU7L50Kb5A0jXTg	RXOp-XYu1GvP6O_AULgYyQ	0	0	0	4.0	{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9446}	0.0	0.514	0.486	0.9446
I5YF1kl3LCVM6nDeP8rUzQ	Y7YcT1pxfaDyxDaQMflVAQ	0	0	0	5.0	{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.9485}	0.0	0.61	0.39	0.9485
mYBM11YwgftyQJxYGkKnYQ	k9Q4a8GtxQBKSAV2Dc10qQ	0	0	0	1.0	{'neg': 0.053, 'neu': 0.814, 'pos': 0.133, 'compound': 0.9764}	0.053	0.814	0.133	0.9764
iE71iwcSljg3xm2GB2Y9aA	QFW2Mv1ryvxqk_S39DMbgQ	0	0	0	5.0	{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.9222}	0.0	0.726	0.274	0.9222
6XVfWi6GU_VCaYDTs5Vw7g	crAThsQNVuhLfEqR0wiHUw	1	1	0	4.0	{'neg': 0.028, 'neu': 0.8, 'pos': 0.172, 'compound': 0.9324}	0.028	0.8	0.172	0.9324
UsxSpv63crQ91mCzzYONTA	6GbzU8rlC3vZBrpGrBRXZQ	0	0	1	5.0	{'neg': 0.065, 'neu': 0.713, 'pos': 0.221, 'compound': 0.9593}	0.065	0.713	0.221	0.9593
IyVdd_IqwUtzQDTxw2W9qw	611kRDvudFigIjlauh6m5w	0	0	0	5.0	{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8976}	0.0	0.686	0.314	0.8976
0Ytj9jaJJuN61s9GuFppjg	JlHk1LpQbcg1HwUqCZ9v-g	0	0	0	4.0	{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.9586}	0.0	0.783	0.217	0.9586
Ja4stXdNYr39u5CZHMNtjw	8Hx2CwZBLVPNw03q20uQog	0	0	0	4.0	{'neg': 0.068, 'neu': 0.683, 'pos': 0.249, 'compound': 0.965}	0.068	0.683	0.249	0.965
KEGLWeFAWXvo0W2LnujhtQ	onsvManL82rHzpcCB3Uyfg	1	0	2	5.0	{'neg': 0.066, 'neu': 0.786, 'pos': 0.148, 'compound': 0.8736}	0.066	0.786	0.148	0.8736
yPcAdikNrXEsfbHNBQUjkQ	VwAhjZPN7zJuyG03P8mp_w	1	1	1	4.0	{'neg': 0.064, 'neu': 0.686, 'pos': 0.25, 'compound': 0.8655}	0.064	0.686	0.25	0.8655
7ef7jYhmfbxSI7s57HoJAg	SVePFvUfd5YyqpwEyfgEZg	0	0	0	5.0	{'neg': 0.043, 'neu': 0.712, 'pos': 0.246, 'compound': 0.9745}	0.043	0.712	0.246	0.9745
1NJPR31R-LNvDTcY_NaPmQ	bOcehq3Q1oFSyGjFdwcE1A	0	0	4	1.0	{'neg': 0.179, 'neu': 0.734, 'pos': 0.087, 'compound': -0.8257}	0.179	0.734	0.087	-0.8257
kPfhSK0kcUmOTmC5DEjaDw	0QREkWHGO8-Z_70qx1BIWw	0	0	0	5.0	{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9533}	0.0	0.561	0.439	0.9533
_HqZL3gK98-Q4ObAoyM1aw	qWJRKjdwnweeCrWOQDeMNw	0	0	0	3.0	{'neg': 0.054, 'neu': 0.849, 'pos': 0.097, 'compound': 0.782}	0.054	0.849	0.097	0.782
wUEiAyQO1ezcE_SXlStGiw	H-rapYMiTuoXV4pONBq3AQ	0	0	0	4.0	{'neg': 0.182, 'neu': 0.485, 'pos': 0.333, 'compound': 0.743}	0.182	0.485	0.333	0.743
fmke0ozj83GAebHEdbnlfw	OT4iJp2y5bN4QbkJsRzQ8A	0	0	0	4.0	{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.9475}	0.0	0.711	0.289	0.9475
1kvrsDz_5ATKQBguHfJzaA	KqIfj4JtpPcNe5qZXa5YYQ	0	0	1	4.0	{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9042}	0.0	0.742	0.258	0.9042
tbmYBmGY9C_-A52rXyHloQ	QxeeywYYwVja-8Eosx7CwQ	0	0	0	4.0	{'neg': 0.04, 'neu': 0.772, 'pos': 0.188, 'compound': 0.7964}	0.04	0.772	0.188	0.7964
nsNONDHbV7Vudqh21uicqw	9elk7mBv_BanREA2KrBdCw	0	0	0	1.0	{'neg': 0.086, 'neu': 0.874, 'pos': 0.04, 'compound': -0.8187}	0.086	0.874	0.04	-0.8187
sVeSK69iNUUsMU6tpXzl6Q	GkrKOmIV2z3b50D8UCsaIQ	0	0	0	1.0	{'neg': 0.1, 'neu': 0.886, 'pos': 0.014, 'compound': -0.8674}	0.1	0.886	0.014	-0.8674
6i85_hLuAdymNIy01LLl0g	hDofJbts96Mu_aIntlad5A	0	0	0	1.0	{'neg': 0.106, 'neu': 0.739, 'pos': 0.155, 'compound': 0.5106}	0.106	0.739	0.155	0.5106
pxKhxG3Kv9fCxlp4X9iFBg	CeEI04_J3MuswlcKIlHU5g	0	0	0	1.0	{'neg': 0.022, 'neu': 0.91, 'pos': 0.069, 'compound': 0.6892}	0.022	0.91	0.069	0.6892
-Dnh48f029YNugtMKkkI-Q	p_azadim_uWFOXAhhKB3ag	4	4	4	3.0	{'neg': 0.04, 'neu': 0.765, 'pos': 0.195, 'compound': 0.9975}	0.04	0.765	0.195	0.9975
_EBa6I5KkADiCdcBHOC_tg	vQxahO21JB6-C32lYgcHaQ	0	0	0	3.0	{'neg': 0.067, 'neu': 0.771, 'pos': 0.161, 'compound': 0.9896}	0.067	0.771	0.161	0.9896
ojI96R363pDCrdIlhVKTvQ	1z13tUnGmk157WTGpwibgg	1	1	6	1.0	{'neg': 0.198, 'neu': 0.739, 'pos': 0.063, 'compound': -0.9509}	0.198	0.739	0.063	-0.9509
YmOWkved7K8q3eXgf4NNnA	VCiMuHZcMBE-jsrmQEc3hw	1	0	1	5.0	{'neg': 0.025, 'neu': 0.769, 'pos': 0.205, 'compound': 0.9716}	0.025	0.769	0.205	0.9716
yNPh5SO-7wr8HPpVCDPbXQ	dZc-FKDMHpNMaLOJKFYpUA	1	1	2	3.0	{'neg': 0.019, 'neu': 0.792, 'pos': 0.19, 'compound': 0.996}	0.019	0.792	0.19	0.996
yPzcnXlZ4VfCqPrXgwbS9A	f2wLGNROD9yDhm3OQN6Ulw	0	0	0	5.0	{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.7304}	0.0	0.763	0.237	0.7304
Chr3YCuvt2mD-BHgqeo-OA	ip_PqKLGqtdegj7FI5x3_w	0	0	1	5.0	{'neg': 0.012, 'neu': 0.77, 'pos': 0.218, 'compound': 0.974}	0.012	0.77	0.218	0.974
dDYbnQHBi0dqZH2kmiNaSA	TGrZk61ja7X1ijAGW5lNmg	0	1	0	3.0	{'neg': 0.051, 'neu': 0.84, 'pos': 0.109, 'compound': 0.9465}	0.051	0.84	0.109	0.9465
EyE2NntpQyVPaLX7gSC9dA	JaYy8na67s10nS51Q31rVA	2	1	1	2.0	{'neg': 0.031, 'neu': 0.781, 'pos': 0.188, 'compound': 0.9952}	0.031	0.781	0.188	0.9952
9MK66QkfnTp6BxZudH9wxg	tbD_1kl-YGNgGvU3tYKdVQ	0	1	0	1.0	{'neg': 0.102, 'neu': 0.844, 'pos': 0.054, 'compound': -0.6486}	0.102	0.844	0.054	-0.6486
8mIrX_LrOnAqWsB5JrOojQ	Dq2LXHfErN9LDy3CAQAC1Q	0	0	2	5.0	{'neg': 0.087, 'neu': 0.718, 'pos': 0.194, 'compound': 0.9273}	0.087	0.718	0.194	0.9273
SVGApDPNdpFlEjwRQThCxA	3ku_XjAOTFsBJhzYttsl1Q	0	0	0	1.0	{'neg': 0.129, 'neu': 0.714, 'pos': 0.157, 'compound': 0.5347}	0.129	0.714	0.157	0.5347
7DIzmSvGDbiqw61LsyiOSg	wM7HTh-ixzNpZfTvFZmbuw	1	0	0	4.0	{'neg': 0.015, 'neu': 0.688, 'pos': 0.297, 'compound': 0.9927}	0.015	0.688	0.297	0.9927
c_iQzwsTDYraPvHSKz88QA	I2gY8zs8PFaLS-vQ0U-7sA	1	0	1	4.0	{'neg': 0.005, 'neu': 0.768, 'pos': 0.226, 'compound': 0.9956}	0.005	0.768	0.226	0.9956
AC8AK8ek3K06pgjsNrsFRA	5CFiScgN8fMProAV3b3drw	0	0	0	5.0	{'neg': 0.015, 'neu': 0.855, 'pos': 0.131, 'compound': 0.9903}	0.015	0.855	0.131	0.9903
Y1jrsVAWK1bFC_s1CJmICw	HxkWE8b1bJbSc4Ihmgy5dQ	0	0	5	5.0	{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.9877}	0.0	0.776	0.224	0.9877
bo3SQVtErnMOqO6lkxWdkw	0aPceouazem5R196awjd1w	0	0	0	2.0	{'neg': 0.157, 'neu': 0.769, 'pos': 0.075, 'compound': -0.7424}	0.157	0.769	0.075	-0.7424
Ql5npMMRWKurN99tgA-g5w	ZGjjeIf8UP6wFUzwkqaU7A	0	0	1	3.0	{'neg': 0.031, 'neu': 0.864, 'pos': 0.105, 'compound': 0.6344}	0.031	0.864	0.105	0.6344
